time_s,mode,temp_C,r_internal_ohm,terminal_voltage_V,motor_power_kW,cumulative_energy_kWh
206,self_heating,-0.272507,0.091988,322.404,93.7211,5.20748
207,self_heating,-0.198367,0.091768,322.47,93.7409,5.23352
208,self_heating,-0.124362,0.091549,322.535,93.7606,5.25956
209,self_heating,-0.0504927,0.0913311,322.601,93.7802,5.28561
210,self_heating,0.0232419,0.0911142,322.666,93.7997,5.31167
211,self_heating,0.0968426,0.0908983,322.73,93.8191,5.33773
212,self_heating,0.17031,0.0906835,322.795,93.8385,5.36379
213,self_heating,0.243644,0.0904697,322.859,93.8577,5.38987
214,self_heating,0.316846,0.0902568,322.923,93.8769,5.41594
215,self_heating,0.389917,0.090045,322.987,93.896,5.44202
216,self_heating,0.462856,0.0898341,323.05,93.9149,5.46811
217,self_heating,0.535665,0.0896243,323.113,93.9338,5.4942
218,self_heating,0.608345,0.0894154,323.175,93.9526,5.5203
219,self_heating,0.680895,0.0892074,323.238,93.9713,5.54641
220,self_heating,0.753316,0.0890005,323.3,93.99,5.57251
221,self_heating,0.82561,0.0887945,323.362,94.0085,5.59863
222,self_heating,0.897776,0.0885894,323.423,94.027,5.62475
223,self_heating,0.969815,0.0883853,323.484,94.0453,5.65087
224,self_heating,1.04173,0.0881821,323.545,94.0636,5.677
225,self_heating,1.11351,0.0879798,323.606,94.0818,5.70313
226,self_heating,1.18518,0.0877785,323.666,94.0999,5.72927
227,self_heating,1.25671,0.087578,323.727,94.118,5.75542
228,self_heating,1.32813,0.0873785,323.786,94.1359,5.78156
229,self_heating,1.39942,0.0871799,323.846,94.1538,5.80772
230,self_heating,1.47058,0.0869821,323.905,94.1716,5.83388
231,self_heating,1.54163,0.0867853,323.964,94.1893,5.86004
232,self_heating,1.61255,0.0865894,324.023,94.207,5.88621
233,self_heating,1.68335,0.0863943,324.082,94.2245,5.91238
234,self_heating,1.75403,0.0862001,324.14,94.242,5.93856
235,self_heating,1.82459,0.0860067,324.198,94.2594,5.96474
236,self_heating,1.89503,0.0858142,324.256,94.2767,5.99093
237,self_heating,1.96535,0.0856226,324.313,94.294,6.01712
238,self_heating,2.03555,0.0854318,324.37,94.3111,6.04332
239,self_heating,2.10564,0.0852419,324.427,94.3282,6.06952
240,self_heating,2.1756,0.0850528,324.484,94.3452,6.09573
241,self_heating,2.24545,0.0848645,324.541,94.3622,6.12194
242,self_heating,2.31518,0.0846771,324.597,94.3791,6.14816
243,self_heating,2.3848,0.0844905,324.653,94.3959,6.17438
244,self_heating,2.4543,0.0843046,324.709,94.4126,6.20061
245,self_heating,2.52369,0.0841196,324.764,94.4292,6.22684
246,self_heating,2.59296,0.0839354,324.819,94.4458,6.25307
247,self_heating,2.66211,0.083752,324.874,94.4623,6.27931
248,self_heating,2.73116,0.0835694,324.929,94.4788,6.30556
249,self_heating,2.80009,0.0833876,324.984,94.4951,6.3318
250,self_heating,2.8689,0.0832066,325.038,94.5114,6.35806
251,self_heating,2.93761,0.0830263,325.092,94.5276,6.38431
252,self_heating,3.0062,0.0828468,325.146,94.5438,6.41058
253,self_heating,3.07468,0.0826681,325.2,94.5599,6.43684
254,self_heating,3.14305,0.0824901,325.253,94.5759,6.46311
255,self_heating,3.21131,0.0823129,325.306,94.5918,6.48939
256,self_heating,3.27946,0.0821365,325.359,94.6077,6.51567
257,self_heating,3.3475,0.0819608,325.412,94.6235,6.54195
258,self_heating,3.41543,0.0817858,325.464,94.6393,6.56824
259,self_heating,3.48325,0.0816116,325.517,94.655,6.59454
260,self_heating,3.55097,0.0814381,325.569,94.6706,6.62083
261,self_heating,3.61857,0.0812653,325.62,94.6861,6.64714
262,self_heating,3.68607,0.0810933,325.672,94.7016,6.67344
263,self_heating,3.75347,0.080922,325.723,94.717,6.69975
264,self_heating,3.82075,0.0807514,325.775,94.7324,6.72607
265,self_heating,3.88793,0.0805815,325.826,94.7477,6.75239
266,self_heating,3.95501,0.0804123,325.876,94.7629,6.77871
267,self_heating,4.02198,0.0802438,325.927,94.7781,6.80504
268,self_heating,4.08884,0.080076,325.977,94.7932,6.83137
269,self_heating,4.1556,0.0799089,326.027,94.8082,6.8577
270,self_heating,4.22226,0.0797425,326.077,94.8232,6.88404
271,self_heating,4.28882,0.0795768,326.127,94.8381,6.91039
272,self_heating,4.35527,0.0794117,326.176,94.8529,6.93673
273,self_heating,4.42161,0.0792473,326.226,94.8677,6.96309
274,self_heating,4.48786,0.0790836,326.275,94.8825,6.98944
275,self_heating,4.554,0.0789206,326.324,94.8971,7.0158
276,self_heating,4.62005,0.0787582,326.373,94.9118,7.04217
277,self_heating,4.68599,0.0785965,326.421,94.9263,7.06854
278,self_heating,4.75183,0.0784354,326.469,94.9408,7.09491
279,self_heating,4.81757,0.078275,326.517,94.9552,7.12128
280,self_heating,4.88321,0.0781153,326.565,94.9696,7.14766
281,self_heating,4.94875,0.0779561,326.613,94.9839,7.17405
282,self_heating,5.0142,0.0777976,326.661,94.9982,7.20044
283,self_heating,5.07954,0.0776398,326.708,95.0124,7.22683
284,self_heating,5.14479,0.0774826,326.755,95.0266,7.25323
285,self_heating,5.20994,0.077326,326.802,95.0407,7.27963
286,self_heating,5.27499,0.07717,326.849,95.0547,7.30603
287,self_heating,5.33994,0.0770146,326.896,95.0687,7.33244
288,self_heating,5.4048,0.0768599,326.942,95.0826,7.35885
289,self_heating,5.46956,0.0767058,326.988,95.0965,7.38527
290,self_heating,5.53423,0.0765523,327.034,95.1103,7.41169
291,self_heating,5.59879,0.0763994,327.08,95.1241,7.43811
292,self_heating,5.66327,0.076247,327.126,95.1378,7.46454
293,self_heating,5.72765,0.0760953,327.171,95.1514,7.49097
294,self_heating,5.79193,0.0759442,327.217,95.165,7.5174
295,self_heating,5.85612,0.0757937,327.262,95.1786,7.54384
296,self_heating,5.92022,0.0756437,327.307,95.1921,7.57028
297,self_heating,5.98423,0.0754944,327.352,95.2055,7.59673
298,self_heating,6.04814,0.0753456,327.396,95.2189,7.62318
299,self_heating,6.11195,0.0751974,327.441,95.2322,7.64963
300,self_heating,6.17568,0.0750497,327.485,95.2455,7.67609
301,self_heating,6.23931,0.0749027,327.529,95.2588,7.70255
302,self_heating,6.30286,0.0747562,327.573,95.2719,7.72901
303,self_heating,6.36631,0.0746102,327.617,95.2851,7.75548
304,self_heating,6.42967,0.0744649,327.661,95.2982,7.78195
305,self_heating,6.49294,0.07432,327.704,95.3112,7.80843
306,self_heating,6.55612,0.0741758,327.747,95.3242,7.83491
307,self_heating,6.6192,0.074032,327.79,95.3371,7.86139
308,self_heating,6.6822,0.0738889,327.833,95.35,7.88788
309,self_heating,6.74511,0.0737462,327.876,95.3628,7.91437
310,self_heating,6.80794,0.0736042,327.919,95.3756,7.94086
311,self_heating,6.87067,0.0734626,327.961,95.3884,7.96736
312,self_heating,6.93331,0.0733216,328.004,95.4011,7.99386
313,self_heating,6.99587,0.0731811,328.046,95.4137,8.02036
314,self_heating,7.05834,0.0730411,328.088,95.4263,8.04687
315,self_heating,7.12072,0.0729017,328.129,95.4388,8.07338
316,self_heating,7.18301,0.0727628,328.171,95.4513,8.09989
317,self_heating,7.24522,0.0726244,328.213,95.4638,8.12641
318,self_heating,7.30734,0.0724865,328.254,95.4762,8.15293
319,self_heating,7.36938,0.0723492,328.295,95.4886,8.17946
320,self_heating,7.43133,0.0722123,328.336,95.5009,8.20598
321,self_heating,7.49319,0.072076,328.377,95.5132,8.23252
322,self_heating,7.55497,0.0719401,328.418,95.5254,8.25905
323,self_heating,7.61667,0.0718048,328.459,95.5376,8.28559
324,self_heating,7.67828,0.0716699,328.499,95.5497,8.31213
325,self_heating,7.7398,0.0715356,328.539,95.5618,8.33868
326,self_heating,7.80125,0.0714017,328.579,95.5738,8.36522
327,self_heating,7.8626,0.0712684,328.619,95.5858,8.39178
328,self_heating,7.92388,0.0711355,328.659,95.5978,8.41833
329,self_heating,7.98507,0.0710031,328.699,95.6097,8.44489
330,self_heating,8.04618,0.0708712,328.739,95.6216,8.47145
331,self_heating,8.10721,0.0707398,328.778,95.6334,8.49801
332,self_heating,8.16815,0.0706088,328.817,95.6452,8.52458
333,self_heating,8.22901,0.0704783,328.857,95.657,8.55115
334,self_heating,8.2898,0.0703483,328.896,95.6687,8.57773
335,self_heating,8.3505,0.0702188,328.934,95.6803,8.60431
336,self_heating,8.41112,0.0700897,328.973,95.6919,8.63089
337,self_heating,8.47165,0.0699611,329.012,95.7035,8.65747
338,self_heating,8.53211,0.0698329,329.05,95.715,8.68406
339,self_heating,8.59249,0.0697053,329.088,95.7265,8.71065
340,self_heating,8.65279,0.069578,329.127,95.738,8.73724
341,self_heating,8.71301,0.0694512,329.165,95.7494,8.76384
342,self_heating,8.77315,0.0693249,329.203,95.7608,8.79044
343,self_heating,8.83321,0.069199,329.24,95.7721,8.81704
344,self_heating,8.89319,0.0690736,329.278,95.7834,8.84365
345,self_heating,8.95309,0.0689486,329.315,95.7946,8.87026
346,self_heating,9.01292,0.0688241,329.353,95.8058,8.89687
347,self_heating,9.07266,0.0687,329.39,95.817,8.92349
348,self_heating,9.13233,0.0685763,329.427,95.8281,8.95011
349,self_heating,9.19193,0.0684531,329.464,95.8392,8.97673
350,self_heating,9.25144,0.0683303,329.501,95.8503,9.00336
351,self_heating,9.31088,0.0682079,329.538,95.8613,9.02998
352,self_heating,9.37024,0.068086,329.574,95.8723,9.05661
353,self_heating,9.42953,0.0679644,329.611,95.8832,9.08325
354,self_heating,9.48873,0.0678433,329.647,95.8941,9.10989
355,self_heating,9.54787,0.0677227,329.683,95.905,9.13653
356,self_heating,9.60693,0.0676024,329.719,95.9158,9.16317
357,self_heating,9.66591,0.0674826,329.755,95.9266,9.18982
358,self_heating,9.72481,0.0673631,329.791,95.9373,9.21647
359,self_heating,9.78365,0.0672441,329.827,95.948,9.24312
360,self_heating,9.84241,0.0671255,329.862,95.9587,9.26977
361,self_heating,9.90109,0.0670073,329.898,95.9693,9.29643
362,self_heating,9.9597,0.0668895,329.933,95.9799,9.32309
363,self_heating,10.0182,0.0667721,329.968,95.9905,9.34976
364,self_heating,10.0767,0.0666552,330.003,96.001,9.37642
365,self_heating,10.1351,0.0665386,330.038,96.0115,9.40309
366,self_heating,10.1934,0.0664224,330.073,96.022,9.42977
367,self_heating,10.2516,0.0663066,330.108,96.0324,9.45644
368,self_heating,10.3098,0.0661912,330.143,96.0428,9.48312
369,self_heating,10.3679,0.0660762,330.177,96.0531,9.5098
370,self_heating,10.4259,0.0659616,330.212,96.0635,9.53649
371,self_heating,10.4839,0.0658473,330.246,96.0737,9.56317
372,self_heating,10.5418,0.0657335,330.28,96.084,9.58986
373,self_heating,10.5996,0.06562,330.314,96.0942,9.61656
374,self_heating,10.6573,0.0655069,330.348,96.1044,9.64325
375,self_heating,10.715,0.0653942,330.382,96.1145,9.66995
376,self_heating,10.7726,0.0652819,330.415,96.1246,9.69665
377,self_heating,10.8301,0.0651699,330.449,96.1347,9.72336
378,self_heating,10.8876,0.0650584,330.482,96.1447,9.75006
379,self_heating,10.945,0.0649472,330.516,96.1548,9.77677
380,self_heating,11.0023,0.0648363,330.549,96.1647,9.80348
381,self_heating,11.0595,0.0647259,330.582,96.1747,9.8302
382,self_heating,11.1167,0.0646158,330.615,96.1846,9.85692
383,self_heating,11.1738,0.064506,330.648,96.1945,9.88364
384,self_heating,11.2309,0.0643966,330.681,96.2043,9.91036
385,self_heating,11.2878,0.0642876,330.714,96.2141,9.93709
386,self_heating,11.3447,0.064179,330.746,96.2239,9.96382
387,self_heating,11.4016,0.0640707,330.779,96.2336,9.99055
388,self_heating,11.4583,0.0639627,330.811,96.2434,10.0173
389,self_heating,11.515,0.0638551,330.843,96.253,10.044
390,self_heating,11.5717,0.0637479,330.876,96.2627,10.0708
391,self_heating,11.6282,0.063641,330.908,96.2723,10.0975
392,self_heating,11.6847,0.0635345,330.94,96.2819,10.1242
393,self_heating,11.7412,0.0634283,330.972,96.2915,10.151
394,self_heating,11.7975,0.0633224,331.003,96.301,10.1777
395,self_heating,11.8538,0.0632169,331.035,96.3105,10.2045
396,self_heating,11.9101,0.0631117,331.066,96.3199,10.2313
397,self_heating,11.9662,0.0630069,331.098,96.3294,10.258
398,self_heating,12.0223,0.0629024,331.129,96.3388,10.2848
399,self_heating,12.0784,0.0627983,331.161,96.3482,10.3115
400,self_heating,12.1343,0.0626944,331.192,96.3575,10.3383
401,self_heating,12.1902,0.0625909,331.223,96.3668,10.3651
402,self_heating,12.2461,0.0624878,331.254,96.3761,10.3918
403,self_heating,12.3018,0.062385,331.285,96.3854,10.4186
404,self_heating,12.3576,0.0622825,331.315,96.3946,10.4454
405,self_heating,12.4132,0.0621803,331.346,96.4038,10.4722
406,self_heating,12.4688,0.0620785,331.376,96.4129,10.499
407,self_heating,12.5243,0.0619769,331.407,96.4221,10.5257
408,self_heating,12.5797,0.0618757,331.437,96.4312,10.5525
409,self_heating,12.6351,0.0617749,331.468,96.4403,10.5793
410,self_heating,12.6905,0.0616743,331.498,96.4493,10.6061
411,self_heating,12.7457,0.061574,331.528,96.4583,10.6329
412,self_heating,12.8009,0.0614741,331.558,96.4673,10.6597
413,self_heating,12.856,0.0613745,331.588,96.4763,10.6865
414,self_heating,12.9111,0.0612752,331.617,96.4852,10.7133
415,self_heating,12.9661,0.0611762,331.647,96.4941,10.7401
416,self_heating,13.0211,0.0610775,331.677,96.503,10.7669
417,self_heating,13.076,0.0609792,331.706,96.5119,10.7937
418,self_heating,13.1308,0.0608811,331.736,96.5207,10.8205
419,self_heating,13.1855,0.0607833,331.765,96.5295,10.8473
420,self_heating,13.2402,0.0606859,331.794,96.5383,10.8742
421,self_heating,13.2949,0.0605887,331.823,96.547,10.901
422,self_heating,13.3495,0.0604919,331.852,96.5557,10.9278
423,self_heating,13.404,0.0603953,331.881,96.5644,10.9546
424,self_heating,13.4584,0.0602991,331.91,96.5731,10.9814
425,self_heating,13.5128,0.0602031,331.939,96.5817,11.0083
426,self_heating,13.5672,0.0601074,331.968,96.5903,11.0351
427,self_heating,13.6214,0.0600121,331.996,96.5989,11.0619
428,self_heating,13.6757,0.059917,332.025,96.6075,11.0888
429,self_heating,13.7298,0.0598222,332.053,96.616,11.1156
430,self_heating,13.7839,0.0597277,332.082,96.6245,11.1424
431,self_heating,13.8379,0.0596335,332.11,96.633,11.1693
432,self_heating,13.8919,0.0595396,332.138,96.6414,11.1961
433,self_heating,13.9458,0.059446,332.166,96.6499,11.223
434,self_heating,13.9997,0.0593526,332.194,96.6583,11.2498
435,self_heating,14.0535,0.0592595,332.222,96.6666,11.2767
436,self_heating,14.1072,0.0591668,332.25,96.675,11.3035
437,self_heating,14.1609,0.0590743,332.278,96.6833,11.3304
438,self_heating,14.2145,0.058982,332.305,96.6916,11.3573
439,self_heating,14.2681,0.0588901,332.333,96.6999,11.3841
440,self_heating,14.3216,0.0587984,332.36,96.7081,11.411
441,self_heating,14.375,0.058707,332.388,96.7164,11.4378
442,self_heating,14.4284,0.0586159,332.415,96.7246,11.4647
443,self_heating,14.4818,0.0585251,332.442,96.7327,11.4916
444,self_heating,14.535,0.0584345,332.47,96.7409,11.5185
445,self_heating,14.5883,0.0583442,332.497,96.749,11.5453
446,self_heating,14.6414,0.0582541,332.524,96.7571,11.5722
447,self_heating,14.6945,0.0581644,332.551,96.7652,11.5991
448,self_heating,14.7476,0.0580749,332.578,96.7733,11.626
449,self_heating,14.8006,0.0579856,332.604,96.7813,11.6528
450,self_heating,14.8535,0.0578967,332.631,96.7893,11.6797
451,self_heating,14.9064,0.057808,332.658,96.7973,11.7066
452,self_heating,14.9592,0.0577195,332.684,96.8052,11.7335
453,self_heating,15.012,0.0576313,332.711,96.8132,11.7604
454,self_heating,15.0647,0.0575434,332.737,96.8211,11.7873
455,self_heating,15.1173,0.0574558,332.763,96.829,11.8142
456,self_heating,15.1699,0.0573684,332.789,96.8368,11.8411
457,self_heating,15.2225,0.0572812,332.816,96.8447,11.868
458,self_heating,15.275,0.0571943,332.842,96.8525,11.8949
459,self_heating,15.3274,0.0571077,332.868,96.8603,11.9218
460,self_heating,15.3798,0.0570213,332.894,96.8681,11.9487
461,self_heating,15.4321,0.0569351,332.919,96.8758,11.9756
462,self_heating,15.4844,0.0568493,332.945,96.8836,12.0025
463,self_heating,15.5366,0.0567636,332.971,96.8913,12.0295
464,self_heating,15.5888,0.0566782,332.997,96.899,12.0564
465,self_heating,15.6409,0.0565931,333.022,96.9066,12.0833
466,self_heating,15.6929,0.0565082,333.048,96.9143,12.1102
467,self_heating,15.7449,0.0564236,333.073,96.9219,12.1371
468,self_heating,15.7969,0.0563392,333.098,96.9295,12.1641
469,self_heating,15.8488,0.056255,333.124,96.9371,12.191
470,self_heating,15.9006,0.0561711,333.149,96.9446,12.2179
471,self_heating,15.9524,0.0560874,333.174,96.9521,12.2448
472,self_heating,16.0041,0.056004,333.199,96.9596,12.2718
473,self_heating,16.0558,0.0559208,333.224,96.9671,12.2987
474,self_heating,16.1075,0.0558378,333.249,96.9746,12.3256
475,self_heating,16.159,0.0557551,333.273,96.982,12.3526
476,self_heating,16.2106,0.0556726,333.298,96.9895,12.3795
477,self_heating,16.262,0.0555903,333.323,96.9969,12.4065
478,self_heating,16.3135,0.0555083,333.348,97.0043,12.4334
479,self_heating,16.3648,0.0554265,333.372,97.0116,12.4604
480,self_heating,16.4161,0.055345,333.397,97.019,12.4873
481,self_heating,16.4674,0.0552636,333.421,97.0263,12.5143
482,self_heating,16.5186,0.0551825,333.445,97.0336,12.5412
483,self_heating,16.5698,0.0551017,333.469,97.0408,12.5682
484,self_heating,16.6209,0.055021,333.494,97.0481,12.5951
485,self_heating,16.6719,0.0549406,333.518,97.0553,12.6221
486,self_heating,16.723,0.0548604,333.542,97.0626,12.6491
487,self_heating,16.7739,0.0547805,333.566,97.0698,12.676
488,self_heating,16.8248,0.0547007,333.59,97.0769,12.703
489,self_heating,16.8757,0.0546212,333.614,97.0841,12.73
490,self_heating,16.9265,0.0545419,333.637,97.0912,12.7569
491,self_heating,16.9772,0.0544629,333.661,97.0983,12.7839
492,self_heating,17.0279,0.054384,333.685,97.1054,12.8109
493,self_heating,17.0786,0.0543054,333.708,97.1125,12.8378
494,self_heating,17.1292,0.054227,333.732,97.1196,12.8648
495,self_heating,17.1798,0.0541488,333.755,97.1266,12.8918
496,self_heating,17.2303,0.0540708,333.779,97.1336,12.9188
497,self_heating,17.2807,0.053993,333.802,97.1406,12.9458
498,self_heating,17.3311,0.0539155,333.825,97.1476,12.9728
499,self_heating,17.3815,0.0538381,333.849,97.1546,12.9997
500,self_heating,17.4318,0.053761,333.872,97.1615,13.0267
501,self_heating,17.4821,0.0536841,333.895,97.1684,13.0537
502,self_heating,17.5323,0.0536074,333.918,97.1753,13.0807
503,self_heating,17.5824,0.0535309,333.941,97.1822,13.1077
504,self_heating,17.6325,0.0534546,333.964,97.1891,13.1347
505,self_heating,17.6826,0.0533786,333.986,97.1959,13.1617
506,self_heating,17.7326,0.0533027,334.009,97.2028,13.1887
507,self_heating,17.7826,0.053227,334.032,97.2096,13.2157
508,self_heating,17.8325,0.0531516,334.055,97.2164,13.2427
509,self_heating,17.8824,0.0530763,334.077,97.2231,13.2697
510,self_heating,17.9322,0.0530013,334.1,97.2299,13.2967
511,self_heating,17.982,0.0529265,334.122,97.2366,13.3237
512,self_heating,18.0317,0.0528518,334.144,97.2433,13.3507
513,self_heating,18.0814,0.0527774,334.167,97.25,13.3778
514,self_heating,18.131,0.0527032,334.189,97.2567,13.4048
515,self_heating,18.1806,0.0526291,334.211,97.2634,13.4318
516,self_heating,18.2302,0.0525553,334.233,97.27,13.4588
517,self_heating,18.2797,0.0524816,334.256,97.2767,13.4858
518,self_heating,18.3291,0.0524082,334.278,97.2833,13.5129
519,self_heating,18.3785,0.052335,334.3,97.2899,13.5399
520,self_heating,18.4279,0.0522619,334.321,97.2964,13.5669
521,self_heating,18.4772,0.0521891,334.343,97.303,13.5939
522,self_heating,18.5264,0.0521164,334.365,97.3095,13.621
523,self_heating,18.5757,0.0520439,334.387,97.316,13.648
524,self_heating,18.6248,0.0519717,334.408,97.3225,13.675
525,self_heating,18.6739,0.0518996,334.43,97.329,13.7021
526,self_heating,18.723,0.0518277,334.452,97.3355,13.7291
527,self_heating,18.7721,0.051756,334.473,97.342,13.7561
528,self_heating,18.821,0.0516845,334.495,97.3484,13.7832
529,self_heating,18.87,0.0516132,334.516,97.3548,13.8102
530,self_heating,18.9189,0.0515421,334.537,97.3612,13.8373
531,self_heating,18.9677,0.0514711,334.559,97.3676,13.8643
532,self_heating,19.0165,0.0514004,334.58,97.374,13.8914
533,self_heating,19.0653,0.0513298,334.601,97.3803,13.9184
534,self_heating,19.114,0.0512594,334.622,97.3867,13.9455
535,self_heating,19.1627,0.0511892,334.643,97.393,13.9725
536,self_heating,19.2113,0.0511192,334.664,97.3993,13.9996
537,self_heating,19.2599,0.0510494,334.685,97.4056,14.0266
538,self_heating,19.3084,0.0509797,334.706,97.4118,14.0537
539,self_heating,19.3569,0.0509103,334.727,97.4181,14.0808
540,self_heating,19.4054,0.050841,334.748,97.4243,14.1078
541,self_heating,19.4538,0.0507719,334.768,97.4305,14.1349
542,self_heating,19.5021,0.0507029,334.789,97.4367,14.162
543,self_heating,19.5504,0.0506342,334.81,97.4429,14.189
544,self_heating,19.5987,0.0505656,334.83,97.4491,14.2161
545,self_heating,19.6469,0.0504972,334.851,97.4553,14.2432
546,self_heating,19.6951,0.050429,334.871,97.4614,14.2702
547,self_heating,19.7433,0.050361,334.892,97.4675,14.2973
548,self_heating,19.7913,0.0502931,334.912,97.4736,14.3244
549,self_heating,19.8394,0.0502254,334.932,97.4797,14.3515
550,self_heating,19.8874,0.0501579,334.953,97.4858,14.3785
551,self_heating,19.9354,0.0500905,334.973,97.4919,14.4056
552,self_heating,19.9833,0.0500234,334.993,97.4979,14.4327
553,self_heating,20.0312,0.0499564,335.013,97.5039,14.4598
554,self_heating,20.079,0.0498895,335.033,97.5099,14.4869
555,self_heating,20.1268,0.0498229,335.053,97.5159,14.514
556,self_heating,20.1746,0.0497564,335.073,97.5219,14.5411
557,self_heating,20.2223,0.0496901,335.093,97.5279,14.5681
558,self_heating,20.27,0.0496239,335.113,97.5338,14.5952
559,self_heating,20.3176,0.049558,335.133,97.5398,14.6223
560,self_heating,20.3652,0.0494921,335.152,97.5457,14.6494
561,self_heating,20.4127,0.0494265,335.172,97.5516,14.6765
562,self_heating,20.4602,0.049361,335.192,97.5575,14.7036
563,self_heating,20.5077,0.0492957,335.211,97.5634,14.7307
564,self_heating,20.5551,0.0492305,335.231,97.5693,14.7578
565,self_heating,20.6025,0.0491656,335.25,97.5751,14.7849
566,self_heating,20.6498,0.0491007,335.27,97.5809,14.812
567,self_heating,20.6971,0.0490361,335.289,97.5868,14.8391
568,self_heating,20.7443,0.0489716,335.309,97.5926,14.8663
569,self_heating,20.7915,0.0489072,335.328,97.5983,14.8934
570,self_heating,20.8387,0.0488431,335.347,97.6041,14.9205
571,self_heating,20.8858,0.048779,335.366,97.6099,14.9476
572,self_heating,20.9329,0.0487152,335.385,97.6156,14.9747
573,self_heating,20.98,0.0486515,335.405,97.6214,15.0018
574,self_heating,21.027,0.048588,335.424,97.6271,15.0289
575,self_heating,21.0739,0.0485246,335.443,97.6328,15.0561
576,self_heating,21.1209,0.0484614,335.462,97.6385,15.0832
577,self_heating,21.1678,0.0483983,335.481,97.6442,15.1103
578,self_heating,21.2146,0.0483354,335.499,97.6498,15.1374
579,self_heating,21.2614,0.0482726,335.518,97.6555,15.1646
580,self_heating,21.3082,0.04821,335.537,97.6611,15.1917
581,self_heating,21.3549,0.0481476,335.556,97.6667,15.2188
582,self_heating,21.4016,0.0480853,335.574,97.6723,15.2459
583,self_heating,21.4482,0.0480232,335.593,97.6779,15.2731
584,self_heating,21.4948,0.0479612,335.612,97.6835,15.3002
585,self_heating,21.5414,0.0478993,335.63,97.6891,15.3274
586,self_heating,21.5879,0.0478377,335.649,97.6946,15.3545
587,self_heating,21.6344,0.0477761,335.667,97.7001,15.3816
588,self_heating,21.6808,0.0477148,335.686,97.7057,15.4088
589,self_heating,21.7272,0.0476535,335.704,97.7112,15.4359
590,self_heating,21.7736,0.0475924,335.722,97.7167,15.4631
591,self_heating,21.8199,0.0475315,335.741,97.7222,15.4902
592,self_heating,21.8662,0.0474707,335.759,97.7276,15.5173
593,self_heating,21.9125,0.0474101,335.777,97.7331,15.5445
594,self_heating,21.9587,0.0473496,335.795,97.7385,15.5716
595,self_heating,22.0049,0.0472893,335.813,97.744,15.5988
596,self_heating,22.051,0.0472291,335.831,97.7494,15.6259
597,self_heating,22.0971,0.047169,335.849,97.7548,15.6531
598,self_heating,22.1431,0.0471091,335.867,97.7602,15.6803
599,self_heating,22.1892,0.0470494,335.885,97.7656,15.7074
600,self_heating,22.2351,0.0469898,335.903,97.7709,15.7346
